,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Product Weights Data in (KG),Is Recyclable?,Min. Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_5826,"Single Female with one child, education: partial high school working as manual",L05es_CA,"Snack Foods from Snack Foods department, Ordered Brand : Fast",['Florist'],You Save Days,Supermarket,15.12 Millions,6.6528 Millions,"{'Gross Weight': 28.9265, 'Net Weight': 25.874, 'Package Weight': 3.0525}",non recyclable,30K+,2189.18,1320.15,523.32,348.85,689.3663
mc_ID_5827,"Single Male with five children, education: high school degree working as professional",V13er_BC,"Paper Products from Household department, Ordered Brand : Denny","['Ready Food', 'Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad']",Super Savers,Deluxe,8.67 Millions,2.8611 Millions,"{'Gross Weight': 25.0018, 'Net Weight': 22.0946, 'Package Weight': 2.9072}",recyclable,70K+,2143.01,1525.28,,249.56,755.9442
mc_ID_5828,"Single Female with three children, education: high school degree working as skilled manual",L05es_CA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Consolidated",['Florist'],Shelf Emptiers,Supermarket,5.88 Millions,2.1168 Millions,"{'Gross Weight': 9.4629, 'Net Weight': 6.5557, 'Package Weight': 2.9072}",non recyclable,30K+,2191.84,1320.15,,348.85,564.2647
mc_ID_5829,"Single Male with three children, education: bachelors degree working as professional",V13er_BC,"Cleaning Supplies from Household department, Ordered Brand : High Quality","['Bar For Salad', 'Ready Food', 'Video Store', 'Florist', 'Coffee Bar']",I Cant Believe It Sale,Deluxe,6.57 Millions,2.0367 Millions,"{'Gross Weight': 31.6883, 'Net Weight': 30.0894, 'Package Weight': 1.599}",recyclable,10K+,2147.17,1522.3,373.1,248.79,535.9181
mc_ID_5830,"Married Female with five children, education: bachelors degree working as professional",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Club",,Wallet Savers,Supermarket,15.8 Millions,6.636 Millions,"{'Gross Weight': 14.4632, 'Net Weight': 11.5415, 'Package Weight': 2.9217}",non recyclable,70K+,2807.72,2051.69,457.36,,418.1385
mc_ID_5831,"Single Female with one child, education: partial high school working as skilled manual",O09ba_VE,"Frozen Entrees from Frozen Foods department, Ordered Brand : Imagine","['Bar For Salad', 'Ready Food']",Price Slashers,Supermarket,1.72 Millions,0.8256 Millions,"{'Gross Weight': 13.344, 'Net Weight': 10.4368, 'Package Weight': 2.9072}",non recyclable,10K+,3233.29,,470.27,313.55,402.7623
mc_ID_5832,"Single Male with two children, education: bachelors degree working as professional",V13er_BC,"Dairy from Dairy department, Ordered Brand : Carlson","['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Video Store', 'Florist']",Super Duper Savers,Deluxe,9.44 Millions,3.0208 Millions,"{'Gross Weight': 12.7771, 'Net Weight': 8.4018, 'Package Weight': 4.3753}",recyclable,70K+,2149.7,1525.28,373.1,247.1,318.3501
mc_ID_5833,"Married Male with four children, education: bachelors degree working as professional",S04ne_WA,"Paper Products from Household department, Ordered Brand : Red Wing",,Savings Galore,Supermarket,7.12 Millions,2.4208 Millions,"{'Gross Weight': 22.676, 'Net Weight': 21.2225, 'Package Weight': 1.4536}",recyclable,130K+,2814.91,2049.72,459.36,304.91,714.2611
mc_ID_5834,"Married Female with two children, education: partial high school working as manual",H11go_ZA,"Fruit from Produce department, Ordered Brand : Tri-State",,One Day Sale,Mid-Size,7.71 Millions,2.9298 Millions,"{'Gross Weight': 26.1647, 'Net Weight': 23.2575, 'Package Weight': 2.9072}",recyclable,10K+,3568.73,2822.33,447.7,298.5,767.3456
mc_ID_5835,"Single Male with five children, education: partial high school working as skilled manual",H11go_ZA,"Canned Soup from Canned Foods department, Ordered Brand : Better","['Ready Food', 'Florist', 'Coffee Bar', 'Video Store', 'Bar For Salad']",Two for One,Deluxe,1.26 Millions,0.4788 Millions,"{'Gross Weight': 23.2575, 'Net Weight': 18.8967, 'Package Weight': 4.3608}",recyclable,10K+,2841.35,2040.57,481.98,320.28,358.9349
mc_ID_5836,"Single Male with No children, education: bachelors degree working as professional",L05es_CA,"Vegetables from Frozen Foods department, Ordered Brand : Golden",['Florist'],Save It (Sale),,8.91 Millions,3.7422 Millions,"{'Gross Weight': 20.641, 'Net Weight': 19.0421, 'Package Weight': 1.599}",non recyclable,130K+,2192.13,1318.64,523.32,348.85,427.7617
mc_ID_5837,"Married Female with four children, education: high school degree working as skilled manual",S04ne_WA,"Pain Relievers from Health and Hygiene department, Ordered Brand : Bird Call",,Two for One,Supermarket,11.48 Millions,3.6736 Millions,"{'Gross Weight': 28.9265, 'Net Weight': 25.874, 'Package Weight': 3.0525}",non recyclable,30K+,2812.35,2049.72,,,300.8296
mc_ID_5838,"Single Male with No children, education: high school degree working as skilled manual",P07nd_OR,"Pizza from Frozen Foods department, Ordered Brand : PigTail",,Weekend Discount,Supermarket,5.04 Millions,1.512 Millions,"{'Gross Weight': 8.8088, 'Net Weight': 4.4335, 'Package Weight': 4.3753}",non recyclable,30K+,1886.95,1508,227.8,153.84,614.002
mc_ID_5839,"Single Female with No children, education: partial high school working as skilled manual",G16ra_JA,"Dairy from Dairy department, Ordered Brand : Club",['Coffee Bar'],Sale : Double Down,Small Grocery,3.34 Millions,1.4028 Millions,"{'Gross Weight': 25.7286, 'Net Weight': 22.8214, 'Package Weight': 2.9072}",recyclable,10K+,2285.14,1394.53,536.29,356.19,602.3914
mc_ID_5840,"Single Female with two children, education: graduate degree working as professional",L05es_CA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Imagine",['Florist'],Roller Savings (High) ,Supermarket,3.52 Millions,1.056 Millions,"{'Gross Weight': 17.7338, 'Net Weight': 13.3585, 'Package Weight': 4.3753}",non recyclable,70K+,2192.32,1320.15,525.32,,532.6232
mc_ID_5841,"Single Female with three children, education: high school degree working as professional",S01em_OR,"Specialty from Produce department, Ordered Brand : Tell Tale","['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad', 'Video Store']",Lottery Cash Registerion,Deluxe,4.89 Millions,2.1516 Millions,"{'Gross Weight': 22.676, 'Net Weight': 19.7689, 'Package Weight': 2.9072}",recyclable,90K+,2572.86,1732.94,505.07,,313.0678
mc_ID_5842,"Married Male with four children, education: partial high school working as professional",M10da_YU,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist', 'Ready Food']",GLD,Deluxe,4.84 Millions,2.0328 Millions,"{'Gross Weight': 27.6183, 'Net Weight': 24.7111, 'Package Weight': 2.9072}",recyclable,130K+,2856.17,1872.05,593.93,,484.1411
mc_ID_5843,"Single Male with three children, education: high school degree working as skilled manual",T02ma_WA,"Canned Sardines from Canned Foods department, Ordered Brand : Pleasant","['Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist']",Super Duper Savers,Deluxe,5.61 Millions,2.4123 Millions,"{'Gross Weight': 19.1874, 'Net Weight': 16.1349, 'Package Weight': 3.0525}",recyclable,30K+,3148.13,2055.29,654.13,438.08,475.93
mc_ID_5844,"Single Male with two children, education: partial high school working as management",T02ma_WA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Walrus","['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Budget Bargains,Deluxe,2.49 Millions,1.1703 Millions,"{'Gross Weight': 22.8214, 'Net Weight': 19.7689, 'Package Weight': 3.0525}",non recyclable,90K+,3145.51,2055.29,654.13,436.09,715.1502
mc_ID_5845,"Single Female with three children, education: partial college working as professional",P07nd_OR,"Frozen Desserts from Frozen Foods department, Ordered Brand : Carrington",,Best Price Savers,Supermarket,3.45 Millions,1.518 Millions,"{'Gross Weight': 21.3678, 'Net Weight': 18.3153, 'Package Weight': 3.0525}",recyclable,30K+,,1508,227.8,151.9,650.4028
mc_ID_5846,"Married Female with four children, education: partial high school working as skilled manual",P07nd_OR,"Candy from Snacks department, Ordered Brand : Gulf Coast",,Money Savers,,10.62 Millions,4.779 Millions,"{'Gross Weight': 15.8442, 'Net Weight': 11.4688, 'Package Weight': 4.3753}",recyclable,10K+,1887.7,1508,227.8,151.9,277.2423
mc_ID_5847,"Single Female with four children, education: high school degree working as skilled manual",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fast",['Coffee Bar'],Two Day Sale,Supermarket,1.86 Millions,0.8556 Millions,"{'Gross Weight': 30.3801, 'Net Weight': 27.3275, 'Package Weight': 3.0525}",recyclable,30K+,1970.94,,440.92,,477.3944
mc_ID_5848,"Single Male with one child, education: high school degree working as skilled manual",O09ba_VE,"Drinks from Beverages department, Ordered Brand : Skinner","['Ready Food', 'Bar For Salad']",Save Price,Supermarket,6.84 Millions,2.4624 Millions,"{'Gross Weight': 31.6883, 'Net Weight': 28.6358, 'Package Weight': 3.0525}",non recyclable,30K+,3232.19,2448.37,470.27,313.55,406.4756
mc_ID_5849,"Married Male with four children, education: partial high school working as skilled manual",T02ma_WA,"Dairy from Dairy department, Ordered Brand : Club","['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Two for One,Deluxe,1.59 Millions,0.636 Millions,"{'Gross Weight': 19.7689, 'Net Weight': 16.8617, 'Package Weight': 2.9072}",non recyclable,10K+,3145.51,,654.13,436.09,312.9109
mc_ID_5850,"Married Male with No children, education: bachelors degree working as professional",C15ho_ZA,"Vegetables from Frozen Foods department, Ordered Brand : Big Time","['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",GLD,Gourmet,2.7 Millions,0.999 Millions,"{'Gross Weight': 17.4431, 'Net Weight': 13.0823, 'Package Weight': 4.3608}",non recyclable,50K+,2209.32,1564.4,385.45,256.97,396.2248
mc_ID_5851,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",,Two for One,Supermarket,5.94 Millions,2.7918 Millions,"{'Gross Weight': 28.9265, 'Net Weight': 25.874, 'Package Weight': 3.0525}",non recyclable,130K+,2811.19,2052.18,459.36,304.91,300.8296
mc_ID_5852,"Married Male with two children, education: bachelors degree working as professional",S03le_WA,"Canned Tuna from Canned Foods department, Ordered Brand : Pleasant",['Coffee Bar'],Dimes Off,Supermarket,4.11 Millions,1.7673 Millions,"{'Gross Weight': 12.9515, 'Net Weight': 8.5762, 'Package Weight': 4.3753}",recyclable,50K+,1973.86,1236.07,440.92,293.95,688.1634
mc_ID_5853,"Single Male with four children, education: bachelors degree working as professional",P07nd_OR,"Vegetables from Canned Foods department, Ordered Brand : Blue Label",,Roller Savings (High) ,Supermarket,4.58 Millions,2.061 Millions,"{'Gross Weight': 21.8039, 'Net Weight': 20.3503, 'Package Weight': 1.4536}",non recyclable,50K+,1890.11,1508.45,227.8,151.9,379.7503
mc_ID_5854,"Single Female with two children, education: partial high school working as professional",T02ma_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",,Deluxe,2.88 Millions,1.0368 Millions,"{'Gross Weight': 9.5792, 'Net Weight': 6.672, 'Package Weight': 2.9072}",recyclable,70K+,3145.51,,656.13,,725.9763
mc_ID_5855,"Single Female with four children, education: high school degree working as manual",C15ho_ZA,"Vegetables from Produce department, Ordered Brand : High Top","['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Shelf Emptiers,Gourmet,6.81 Millions,2.7921 Millions,"{'Gross Weight': 17.5885, 'Net Weight': 14.6813, 'Package Weight': 2.9072}",recyclable,30K+,2207.28,1563.82,385.45,257.02,773.0986
mc_ID_5856,"Single Male with two children, education: high school degree working as skilled manual",B06ls_CA,"Side Dishes from Deli department, Ordered Brand : Lake","['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Video Store']",,Gourmet,6.62 Millions,2.7804 Millions,"{'Gross Weight': 19.6235, 'Net Weight': 16.7163, 'Package Weight': 2.9072}",non recyclable,30K+,,,465.54,311.81,304.1768
mc_ID_5857,"Single Male with one child, education: high school degree working as manual",B06ls_CA,"Vegetables from Produce department, Ordered Brand : Hermanos","['Coffee Bar', 'Bar For Salad', 'Video Store', 'Florist', 'Ready Food']",Price Cutters,Gourmet,6.69 Millions,3.2781 Millions,"{'Gross Weight': 11.6578, 'Net Weight': 8.7506, 'Package Weight': 2.9072}",recyclable,30K+,2200.69,1424.85,,311.23,675.716
mc_ID_5858,"Married Male with one child, education: high school degree working as skilled manual",M12ty_DF,"Hardware from Household department, Ordered Brand : Red Wing",,,Mid-Size,3.28 Millions,1.0496 Millions,"{'Gross Weight': 13.7655, 'Net Weight': 12.3119, 'Package Weight': 1.4536}",recyclable,30K+,3389.95,2085.67,783.64,522.49,658.0909
mc_ID_5859,"Single Male with one child, education: bachelors degree working as professional",M10da_YU,"Baking Goods from Baking Goods department, Ordered Brand : Super","['Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store', 'Ready Food']",Promo Big,,13.8 Millions,6.21 Millions,"{'Gross Weight': 19.9142, 'Net Weight': 16.8617, 'Package Weight': 3.0525}",recyclable,50K+,2859,1871.16,593.93,,578.2288
mc_ID_5860,"Married Male with two children, education: high school degree working as manual",O09ba_VE,"Fruit from Canned Products department, Ordered Brand : Green Ribbon","['Bar For Salad', 'Ready Food']",Super Savers,Supermarket,9.33 Millions,4.1985 Millions,"{'Gross Weight': 25.4379, 'Net Weight': 22.5307, 'Package Weight': 2.9072}",recyclable,30K+,3234.38,2446.34,470.27,313.55,754.7413
mc_ID_5861,"Single Female with four children, education: high school degree working as skilled manual",O09ba_VE,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Pearl","['Ready Food', 'Bar For Salad']",Big Time Discounts,Supermarket,8.04 Millions,3.6984 Millions,"{'Gross Weight': 15.5534, 'Net Weight': 12.6317, 'Package Weight': 2.9217}",non recyclable,30K+,3236.88,2448.37,472.27,313.55,501.9754
mc_ID_5862,"Married Female with one child, education: partial high school working as skilled manual",B06ls_CA,"Eggs from Eggs department, Ordered Brand : National","['Florist', 'Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",,Gourmet,2.79 Millions,1.1439 Millions,"{'Gross Weight': 24.1296, 'Net Weight': 21.2225, 'Package Weight': 2.9072}",non recyclable,30K+,2200.69,,465.54,310.3,304.1768
mc_ID_5863,"Married Female with one child, education: partial high school working as manual",B06ls_CA,"Electrical from Household department, Ordered Brand : Red Wing","['Video Store', 'Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",Fantastic Discounts,Gourmet,8.01 Millions,3.6045 Millions,"{'Gross Weight': 19.9142, 'Net Weight': 18.3153, 'Package Weight': 1.599}",recyclable,10K+,2200.2,1425.02,465.54,310.02,718.9158
mc_ID_5864,"Married Female with one child, education: partial college working as professional",A17co_GU,"Baking Goods from Baking Goods department, Ordered Brand : Landslide",,Price Winners,Supermarket,2.46 Millions,0.8856 Millions,"{'Gross Weight': 23.9843, 'Net Weight': 21.0771, 'Package Weight': 2.9072}",recyclable,30K+,2189.52,1623.48,341.05,227.33,586.7537
mc_ID_5865,"Single Male with one child, education: bachelors degree working as professional",V13er_BC,"Specialty from Produce department, Ordered Brand : High Top","['Bar For Salad', 'Video Store', 'Ready Food', 'Coffee Bar', 'Florist']",Price Slashers,Deluxe,8.13 Millions,3.5772 Millions,"{'Gross Weight': 20.2049, 'Net Weight': 17.1524, 'Package Weight': 3.0525}",recyclable,50K+,2147.17,1525.28,373.1,248.15,403.9652
mc_ID_5866,"Married Male with four children, education: bachelors degree working as professional",S04ne_WA,"Electrical from Household department, Ordered Brand : Cormorant",,,Supermarket,10.2 Millions,3.366 Millions,"{'Gross Weight': 9.1867, 'Net Weight': 7.7331, 'Package Weight': 1.4536}",recyclable,130K+,2811.99,2049.72,457.36,304.91,697.7866
mc_ID_5867,"Married Male with No children, education: high school degree working as manual",S01em_OR,"Bathroom Products from Health and Hygiene department, Ordered Brand : Steady","['Bar For Salad', 'Ready Food', 'Florist', 'Video Store', 'Coffee Bar']",Lottery Cash Registerion,Deluxe,4.53 Millions,2.0385 Millions,"{'Gross Weight': 17.4431, 'Net Weight': 14.5359, 'Package Weight': 2.9072}",recyclable,30K+,2576.03,,,333.65,646.4803
mc_ID_5868,"Single Female with one child, education: partial high school working as manual",H11go_ZA,"Hygiene from Health and Hygiene department, Ordered Brand : Bird Call",,Tip Top Savings,Mid-Size,5.55 Millions,2.553 Millions,"{'Gross Weight': 26.8915, 'Net Weight': 22.5307, 'Package Weight': 4.3608}",non recyclable,10K+,3565.8,2819.7,447.7,297.17,416.2557
